0.1438060353,0.1578721072,0.0000000000,0.0000000000,0.0000000000,0.2746109019,0.9615554340
-0.1188159259,-2.4374493762,0.0000000000,0.0000000000,0.0000000000,-0.8707093981,0.4917978691
-0.1199409232,-2.4372548448,0.0000000000,0.0000000000,0.0000000000,0.9996780231,0.0253742012
-0.4484019577,-1.0200609209,0.0000000000,0.0000000000,0.0000000000,0.6222223284,0.7828405802
-0.6623703047,1.5730669648,0.0000000000,0.0000000000,0.0000000000,0.4842590950,0.8749246418
1.3964414828,2.1050086104,0.0000000000,0.0000000000,0.0000000000,0.1029515293,0.9946863740
2.9153371916,0.9547581417,0.0000000000,0.0000000000,0.0000000000,-0.6320214312,0.7749509085
2.9323127729,-0.6370276748,0.0000000000,0.0000000000,0.0000000000,-0.7617789817,0.6478370034
2.9023754018,-2.6814669917,0.0000000000,0.0000000000,0.0000000000,-0.9799933007,0.1990304764
1.2128605558,-0.3131718817,0.0000000000,0.0000000000,0.0000000000,0.9707054456,0.2402726324
0.8466375020,-0.2988582125,0.0000000000,0.0000000000,0.0000000000,-0.9922524311,0.1242381299
